,AREA,YEAR_invest,TECHNOLOGIES,TECHNOLOGIES,transInvest_Dvar
458,Marseille,2040,CCS1,curtailment,0.0
459,Marseille,2040,CCS1,CCS1,0.0
460,Marseille,2040,CCS1,CCS2,0.0
461,Marseille,2040,CCS1,WindOffShore_flot,0.0
462,Marseille,2040,CCS2,SMR,0.0
463,Marseille,2040,CCS2,electrolysis_PEMEL,0.0
464,Marseille,2040,CCS2,WindOnShore,0.0
465,Marseille,2040,CCS2,SMR + CCS1,0.0
466,Marseille,2040,CCS2,electrolysis_AEL,0.0
467,Marseille,2040,CCS2,SMR + CCS2,0.0
468,Marseille,2040,CCS2,Solar,0.0
469,Marseille,2040,CCS2,curtailment,0.0
470,Marseille,2040,CCS2,CCS1,0.0
471,Marseille,2040,CCS2,CCS2,0.0
472,Marseille,2040,CCS2,WindOffShore_flot,0.0
473,Marseille,2040,WindOffShore_flot,SMR,0.0
474,Marseille,2040,WindOffShore_flot,electrolysis_PEMEL,0.0
475,Marseille,2040,WindOffShore_flot,WindOnShore,0.0
476,Marseille,2040,WindOffShore_flot,SMR + CCS1,0.0
477,Marseille,2040,WindOffShore_flot,electrolysis_AEL,0.0
478,Marseille,2040,WindOffShore_flot,SMR + CCS2,0.0
